文件名	阶数6上表面	阶数6下表面	阶数6总误差	阶数8上表面	阶数8下表面	阶数8总误差	阶数10上表面	阶数10下表面	阶数10总误差	三阶总和
goe673.csv	0.002039	0.003551	0.005590	0.001618	0.001316	0.002934	0.001361	0.001184	0.002545	0.011069
goe675.csv	0.006588	0.003344	0.009933	0.005711	0.003184	0.008896	0.005123	0.001856	0.006979	0.025807
goe679.csv	0.010233	0.005276	0.015509	0.005744	0.004529	0.010273	0.004825	0.003381	0.008206	0.033988
goe683.csv	0.008360	0.003639	0.011999	0.006391	0.003437	0.009827	0.003396	0.003455	0.006851	0.028677
goe685.csv	0.006428	0.004604	0.011032	0.006222	0.002209	0.008431	0.004282	0.001911	0.006193	0.025656
goe701.csv	0.006863	0.005456	0.012318	0.002865	0.003119	0.005984	0.002753	0.002595	0.005348	0.023650
goe702.csv	0.005682	0.004039	0.009720	0.004653	0.003344	0.007998	0.002052	0.001841	0.003893	0.021611
goe703.csv	0.005050	0.007544	0.012594	0.003293	0.004257	0.007550	0.002813	0.001914	0.004726	0.024870
goe746.csv	0.010603	0.008304	0.018907	0.002801	0.004690	0.007491	0.002653	0.002421	0.005073	0.031471
goe765.csv	0.048166	0.020188	0.068355	0.048191	0.020185	0.068376	0.048216	0.020181	0.068397	0.205128
goe767.csv	0.004132	0.003708	0.007840	0.002487	0.001678	0.004166	0.002160	0.001164	0.003324	0.015330
goe775.csv	0.002209	0.002214	0.004423	0.001233	0.001200	0.002434	0.000534	0.000510	0.001044	0.007900
goe780.csv	0.006578	0.004484	0.011062	0.005966	0.004605	0.010571	0.004006	0.002601	0.006607	0.028241
goe795.csv	0.013028	0.006748	0.019776	0.012509	0.004427	0.016936	0.006681	0.004267	0.010948	0.047660
goe795sm.csv	0.009097	0.007435	0.016531	0.006363	0.003153	0.009516	0.002915	0.002334	0.005249	0.031296
goe797.csv	0.005317	0.001163	0.006480	0.003735	0.000986	0.004721	0.000144	0.000392	0.000536	0.011737
goe798.csv	0.007392	0.003287	0.010679	0.005107	0.002954	0.008061	0.002136	0.002035	0.004171	0.022911
goe802a.csv	0.008731	0.180814	0.189544	0.005768	0.164713	0.170480	0.003805	0.155894	0.159699	0.519724
goe81.csv	0.008015	0.015480	0.023495	0.007356	0.007082	0.014438	0.004452	0.002337	0.006789	0.044722
hh02.csv	0.030714	0.022556	0.053270	0.020467	0.011996	0.032463	0.012967	0.005908	0.018875	0.104608
hq108.csv	0.007523	0.005015	0.012538	0.004966	0.004165	0.009131	0.004453	0.003749	0.008202	0.029871
hq109.csv	0.008235	0.006571	0.014806	0.005380	0.004515	0.009894	0.004799	0.004400	0.009198	0.033899
hq258.csv	0.014867	0.004217	0.019084	0.008995	0.004129	0.013123	0.005991	0.003743	0.009734	0.041941
hq259.csv	0.016414	0.005035	0.021450	0.010028	0.004734	0.014762	0.006826	0.004270	0.011096	0.047307
hq3010.csv	0.010680	0.006016	0.016696	0.006944	0.005988	0.012931	0.005108	0.005065	0.010174	0.039801
hq3012.csv	0.010652	0.007120	0.017772	0.007119	0.006989	0.014108	0.005359	0.005958	0.011317	0.043197
hq3013.csv	0.011792	0.009495	0.021287	0.007175	0.008646	0.015821	0.005907	0.006484	0.012391	0.049499
hs1430.csv	0.015411	0.025156	0.040567	0.015272	0.013887	0.029159	0.013200	0.005655	0.018855	0.088581
hs1620.csv	0.013055	0.023444	0.036498	0.013498	0.014616	0.028114	0.009634	0.005924	0.015558	0.080170
hsnlf213.csv	0.019988	0.029448	0.049436	0.013225	0.024709	0.037935	0.004530	0.016440	0.020970	0.108341
ht05.csv	0.041940	0.041677	0.083617	0.029544	0.029672	0.059216	0.027021	0.026862	0.053883	0.196717
ht33.csv	0.006161	0.005976	0.012137	0.003313	0.003150	0.006463	0.002380	0.002238	0.004618	0.023217
isa962.csv	0.051415	0.053387	0.104802	0.046557	0.049582	0.096139	0.045446	0.044136	0.089582	0.290523
joukowsk.csv	0.000905	0.000905	0.001810	0.000389	0.000389	0.000778	0.000197	0.000196	0.000393	0.002981
jx-gs-10.csv	0.012450	0.002589	0.015039	0.007256	0.001846	0.009102	0.005330	0.001483	0.006812	0.030954
k3.csv	0.055109	0.058396	0.113505	0.055087	0.034164	0.089252	0.042427	0.021291	0.063719	0.266475
k3311sm.csv	0.009784	0.009103	0.018887	0.004352	0.004779	0.009131	0.002347	0.002361	0.004707	0.032725
l188root.csv	0.004452	0.010682	0.015135	0.001208	0.005836	0.007045	0.001018	0.003442	0.004460	0.026640
la2573a.csv	0.013014	0.035745	0.048759	0.011543	0.013016	0.024560	0.004355	0.006189	0.010545	0.083863
lrn1015.csv	0.021224	0.006106	0.027330	0.021626	0.003156	0.024782	0.018395	0.002183	0.020578	0.072689
ls413mod.csv	0.005509	0.009059	0.014568	0.004410	0.005531	0.009941	0.004096	0.004865	0.008961	0.033470
ls417.csv	0.007835	0.020174	0.028009	0.004416	0.011238	0.015654	0.003281	0.009795	0.013076	0.056739
lwk80100.csv	0.008429	0.008175	0.016604	0.005353	0.005242	0.010595	0.004897	0.004848	0.009745	0.036944
lwk80120k25.csv	0.008515	0.008515	0.017030	0.005051	0.005051	0.010101	0.004698	0.004698	0.009397	0.036528
lwk80150k25.csv	0.007438	0.007438	0.014876	0.006701	0.006701	0.013401	0.005699	0.005699	0.011397	0.039674
m10.csv	0.000887	0.003416	0.004303	0.000780	0.000798	0.001578	0.000404	0.000072	0.000476	0.006358
m12.csv	0.001066	0.003043	0.004109	0.000908	0.001867	0.002775	0.000366	0.001523	0.001889	0.008773
m13.csv	0.002512	0.006039	0.008551	0.001556	0.004521	0.006077	0.000651	0.004121	0.004772	0.019400
m14.csv	0.002204	0.007237	0.009441	0.001532	0.004632	0.006164	0.001103	0.002022	0.003125	0.018730
m17.csv	0.005322	0.005855	0.011177	0.000950	0.003403	0.004353	0.000916	0.001447	0.002363	0.017893
m18.csv	0.004240	0.006846	0.011086	0.002435	0.003034	0.005469	0.001962	0.001932	0.003894	0.020449
ma409.csv	0.051989	0.060246	0.112235	0.049514	0.053052	0.102566	0.046689	0.045420	0.092109	0.306909
marsden.csv	0.183213	0.200371	0.383585	0.165556	0.186429	0.351985	0.152057	0.181421	0.333478	1.069048
marske3.csv	0.005672	0.003302	0.008975	0.003567	0.002496	0.006063	0.001212	0.001468	0.002679	0.017717
marske7.csv	0.013947	0.012246	0.026193	0.006838	0.007279	0.014117	0.002973	0.004322	0.007296	0.047606
mb253515sm.csv	0.004202	0.009702	0.013904	0.002650	0.005228	0.007878	0.002170	0.002386	0.004555	0.026337
mh108.csv	0.015180	0.015296	0.030476	0.012295	0.009280	0.021574	0.007812	0.006821	0.014633	0.066683
mh112.csv	0.012274	0.047437	0.059711	0.008967	0.034083	0.043050	0.008076	0.025442	0.033518	0.136279
mh114.csv	0.013832	0.020163	0.033994	0.008480	0.015322	0.023801	0.005675	0.013225	0.018900	0.076696
mh116.csv	0.014253	0.004953	0.019206	0.010307	0.003469	0.013775	0.006831	0.002291	0.009123	0.042104
mh22.csv	0.012685	0.008549	0.021233	0.011244	0.005652	0.016896	0.007039	0.003877	0.010916	0.049045
mh32.csv	0.014709	0.004731	0.019439	0.009528	0.003513	0.013041	0.007039	0.002617	0.009656	0.042136
mh42.csv	0.010764	0.007432	0.018196	0.007890	0.004552	0.012443	0.005712	0.003317	0.009029	0.039667
mh45.csv	0.012429	0.005628	0.018057	0.009094	0.002457	0.011551	0.006900	0.001664	0.008564	0.038172
mh70.csv	0.013911	0.009398	0.023308	0.009906	0.008604	0.018510	0.007953	0.007647	0.015600	0.057418
mh78.csv	0.015065	0.038360	0.053425	0.012138	0.028337	0.040474	0.011909	0.021640	0.033549	0.127449
mh91.csv	0.008825	0.014829	0.023655	0.005929	0.013645	0.019575	0.004583	0.012181	0.016764	0.059994
mh94.csv	0.015985	0.019807	0.035791	0.013787	0.017148	0.030935	0.010201	0.014669	0.024870	0.091596
mh95.csv	0.012833	0.010271	0.023104	0.011483	0.007077	0.018560	0.008598	0.005472	0.014069	0.055734
mrc-16.csv	0.022288	0.010025	0.032313	0.013386	0.006072	0.019459	0.009173	0.003790	0.012963	0.064734
mrc-20.csv	0.015902	0.021694	0.037596	0.010853	0.021720	0.032573	0.008887	0.015715	0.024602	0.094770
n0011sc.csv	0.014100	0.014100	0.028200	0.008030	0.008030	0.016061	0.004668	0.004668	0.009337	0.053597
n10.csv	0.084508	0.087993	0.172501	0.074810	0.078318	0.153128	0.071735	0.071761	0.143496	0.469125
n11.csv	0.064296	0.066430	0.130726	0.056638	0.058105	0.114743	0.051956	0.052485	0.104442	0.349910
n14.csv	0.002688	0.003069	0.005757	0.002755	0.002985	0.005741	0.002053	0.002910	0.004962	0.016460
n5h15.csv	0.010937	0.009508	0.020445	0.005483	0.003699	0.009182	0.005198	0.001839	0.007037	0.036664
n5h20.csv	0.011024	0.012247	0.023271	0.008065	0.002794	0.010859	0.005203	0.001313	0.006516	0.040646
n63012a.csv	0.001904	0.001904	0.003807	0.001900	0.001900	0.003800	0.000946	0.000946	0.001891	0.009498
n63215.csv	0.004921	0.001390	0.006311	0.004648	0.001282	0.005930	0.002859	0.000903	0.003762	0.016003
n64015a.csv	0.004225	0.004225	0.008449	0.003285	0.003285	0.006570	0.001663	0.001663	0.003326	0.018345
n6409.csv	0.008116	0.003924	0.012039	0.008482	0.001731	0.010213	0.008054	0.001289	0.009344	0.031596
n64212ma.csv	0.026536	0.021706	0.048243	0.023147	0.012139	0.035287	0.017689	0.002875	0.020564	0.104093
n64215.csv	0.008090	0.003331	0.011422	0.006668	0.002408	0.009076	0.003923	0.001046	0.004969	0.025467
n642415.csv	0.012872	0.002637	0.015509	0.011016	0.002368	0.013384	0.007573	0.001380	0.008953	0.037846
n66021.csv	0.012462	0.012462	0.024924	0.009265	0.009265	0.018529	0.004898	0.004898	0.009795	0.053248
n9.csv	0.067356	0.068511	0.135867	0.052095	0.060932	0.113027	0.051142	0.055233	0.106376	0.355269
naca0006.csv	0.000318	0.000318	0.000637	0.000169	0.000169	0.000338	0.000075	0.000075	0.000150	0.001125
naca0008.csv	0.000437	0.000437	0.000873	0.000247	0.000247	0.000494	0.000105	0.000105	0.000209	0.001577
naca000834.csv	0.000955	0.000955	0.001909	0.000486	0.000486	0.000972	0.000309	0.000309	0.000619	0.003500
naca0010.csv	0.000520	0.000520	0.001040	0.000260	0.000260	0.000520	0.000121	0.000121	0.000242	0.001802
naca001034a08cli0.2.csv	0.002221	0.001416	0.003637	0.001295	0.000629	0.001925	0.000595	0.000372	0.000967	0.006529
naca001035.csv	0.000678	0.000678	0.001357	0.000489	0.000489	0.000978	0.000398	0.000398	0.000796	0.003132
naca001064.csv	0.001431	0.001431	0.002863	0.000864	0.000864	0.001728	0.000329	0.000329	0.000659	0.005250
naca001065.csv	0.001540	0.001540	0.003080	0.000794	0.000794	0.001589	0.000314	0.000314	0.000627	0.005296
naca001066.csv	0.001272	0.001272	0.002543	0.000616	0.000616	0.001231	0.000522	0.000522	0.001043	0.004818
naca001264.csv	0.001713	0.001713	0.003427	0.001051	0.001051	0.002102	0.000399	0.000399	0.000797	0.006326
naca0015.csv	0.000750	0.000750	0.001501	0.000394	0.000394	0.000788	0.000173	0.000173	0.000346	0.002635
naca1408.csv	0.000351	0.000727	0.001077	0.000358	0.000156	0.000514	0.000171	0.000095	0.000267	0.001859
naca16006.csv	0.000108	0.000108	0.000217	0.000107	0.000107	0.000214	0.000051	0.000051	0.000102	0.000533
naca23015.csv	0.006767	0.815100	0.821867	0.005135	0.815100	0.820235	0.002294	0.815100	0.817394	2.459496
naca2410.csv	0.000790	0.000975	0.001765	0.000830	0.000175	0.001005	0.000388	0.000094	0.000482	0.003253
naca4412.csv	0.001716	0.001800	0.003516	0.001547	0.001395	0.002942	0.000561	0.000833	0.001394	0.007852
naca4415.csv	0.008506	0.006138	0.014644	0.004149	0.005368	0.009517	0.003720	0.004661	0.008381	0.032542
naca4418.csv	0.007824	0.003122	0.010947	0.005590	0.003016	0.008607	0.003169	0.001755	0.004924	0.024477
naca63209.csv	0.002412	0.002417	0.004829	0.002174	0.001561	0.003735	0.001414	0.000596	0.002010	0.010574
naca632615.csv	0.017122	0.002985	0.020107	0.015526	0.002303	0.017829	0.012201	0.002090	0.014290	0.052226
naca633218.csv	0.014366	0.003514	0.017880	0.014044	0.002059	0.016103	0.014723	0.001997	0.016720	0.050703
naca63a210.csv	0.008615	0.001849	0.010464	0.008702	0.001605	0.010307	0.007418	0.000493	0.007912	0.028682
naca641112.csv	0.005080	0.003915	0.008995	0.003657	0.002641	0.006298	0.001974	0.000996	0.002970	0.018264
naca643218.csv	0.010161	0.002898	0.013058	0.009001	0.002499	0.011500	0.005554	0.001273	0.006826	0.031385
naca643418.csv	0.018056	0.002960	0.021015	0.016033	0.002692	0.018725	0.011365	0.001944	0.013309	0.053050
naca643618.csv	0.030331	0.003778	0.034110	0.027378	0.003619	0.030997	0.021566	0.002745	0.024311	0.089418
naca644221.csv	0.012718	0.003277	0.015995	0.011553	0.002871	0.014424	0.007200	0.001904	0.009104	0.039523
naca64a010.csv	0.012279	0.012279	0.024558	0.007545	0.007545	0.015089	0.004601	0.004601	0.009202	0.048849
naca651212a06.csv	0.009347	0.006569	0.015916	0.005123	0.002221	0.007345	0.003944	0.001800	0.005744	0.029005
naca65206.csv	0.003399	0.005457	0.008856	0.001526	0.002144	0.003670	0.001202	0.001415	0.002617	0.015144
naca65209.csv	0.005846	0.006343	0.012189	0.002716	0.002280	0.004996	0.002204	0.001569	0.003772	0.020957
naca652215.csv	0.010445	0.006550	0.016995	0.005692	0.001965	0.007657	0.004587	0.001489	0.006076	0.030728
naca652415.csv	0.014115	0.006042	0.020157	0.009264	0.001630	0.010894	0.007662	0.001399	0.009061	0.040112
naca653618.csv	0.029926	0.005403	0.035329	0.023222	0.001961	0.025182	0.020119	0.001697	0.021816	0.082328
naca654221.csv	0.016713	0.006777	0.023490	0.010733	0.002697	0.013430	0.008823	0.002262	0.011084	0.048005
naca654421.csv	0.026153	0.004841	0.030995	0.019325	0.002285	0.021610	0.016295	0.002047	0.018342	0.070947
naca66-018.csv	0.012578	0.013096	0.025674	0.009773	0.009666	0.019438	0.004805	0.004808	0.009614	0.054726
naca661212.csv	0.008262	0.007019	0.015280	0.006707	0.004947	0.011654	0.003132	0.001633	0.004765	0.031700
naca66209.csv	0.005370	0.005992	0.011362	0.004441	0.004030	0.008471	0.001873	0.001358	0.003230	0.023063
naca66210.csv	0.006347	0.006210	0.012556	0.005144	0.004230	0.009374	0.002346	0.001643	0.003989	0.025919
naca662215.csv	0.011584	0.008056	0.019640	0.009197	0.005647	0.014844	0.004794	0.001992	0.006787	0.041271
naca662415.csv	0.015007	0.007442	0.022449	0.012684	0.004874	0.017559	0.007655	0.001857	0.009512	0.049519
naca663218.csv	0.014252	0.008220	0.022472	0.011651	0.005513	0.017164	0.006659	0.002125	0.008784	0.048420
naca663418.csv	0.020064	0.007046	0.027110	0.017259	0.004366	0.021625	0.011348	0.001641	0.012988	0.061723
naca664221.csv	0.018145	0.009237	0.027382	0.014854	0.006249	0.021104	0.008893	0.002600	0.011493	0.059980
nacam2.csv	0.001842	0.001842	0.003685	0.001155	0.001155	0.002310	0.000756	0.000756	0.001511	0.007506
nacam6.csv	0.001191	0.006004	0.007195	0.000954	0.003131	0.004085	0.000758	0.002088	0.002846	0.014126
nlf416.csv	0.015986	0.010495	0.026481	0.006155	0.006751	0.012906	0.005441	0.004335	0.009776	0.049163
nplx.csv	0.065720	0.087740	0.153460	0.062558	0.073190	0.135747	0.057502	0.061217	0.118719	0.407926
oa206.csv	0.005847	0.025906	0.031753	0.004680	0.010933	0.015613	0.002599	0.006111	0.008710	0.056076
oa212.csv	0.020168	0.031757	0.051925	0.006579	0.012925	0.019504	0.005847	0.009589	0.015436	0.086865
p51dtip.csv	0.005861	0.005383	0.011244	0.002368	0.002874	0.005242	0.001567	0.002318	0.003886	0.020372
p51hroot.csv	0.024140	0.013946	0.038086	0.019252	0.008698	0.027950	0.012280	0.004028	0.016307	0.082343
psu94097.csv	0.011747	0.002640	0.014387	0.009332	0.001953	0.011285	0.006678	0.001917	0.008595	0.034267
r1046.csv	0.022747	0.026242	0.048989	0.020988	0.018278	0.039266	0.010434	0.013974	0.024408	0.112663
rae100.csv	0.000471	0.000471	0.000943	0.000115	0.000115	0.000230	0.000096	0.000096	0.000193	0.001365
rae102.csv	0.004027	0.004027	0.008054	0.002954	0.002954	0.005907	0.001942	0.001942	0.003884	0.017846
rae2822.csv	0.004698	0.005822	0.010520	0.001448	0.003243	0.004691	0.001026	0.002027	0.003053	0.018264
rae5214.csv	0.018092	0.032125	0.050217	0.012152	0.018138	0.030290	0.007535	0.014030	0.021565	0.102072
raf15.csv	0.002770	0.003611	0.006381	0.000988	0.001426	0.002414	0.000725	0.000998	0.001723	0.010518
raf27.csv	0.001454	0.001454	0.002908	0.001431	0.001431	0.002862	0.001356	0.001356	0.002712	0.008482
raf33.csv	0.005845	0.007490	0.013335	0.003353	0.001221	0.004575	0.003396	0.000938	0.004333	0.022243
raf34.csv	0.003226	0.002296	0.005522	0.002299	0.001987	0.004286	0.002071	0.001771	0.003842	0.013650
raf48.csv	0.003910	0.003789	0.007700	0.003817	0.001778	0.005596	0.002127	0.001296	0.003423	0.016718
raf69.csv	0.003424	0.002250	0.005674	0.001924	0.000547	0.002471	0.000000	0.000000	0.000000	0.008145
rc08b3.csv	0.001267	0.006553	0.007820	0.000762	0.004275	0.005037	0.000678	0.003482	0.004160	0.017017
rc10n1.csv	0.004818	0.015279	0.020097	0.003419	0.005806	0.009224	0.002805	0.002788	0.005593	0.034915
rc12n1.csv	0.003346	0.014954	0.018301	0.002224	0.005116	0.007340	0.002028	0.002176	0.004204	0.029844
rc410.csv	0.014144	0.008654	0.022798	0.005440	0.007414	0.012854	0.003714	0.005179	0.008893	0.044546
rg8.csv	0.009378	0.001895	0.011273	0.005335	0.001839	0.007174	0.003718	0.000771	0.004489	0.022936
rhodesg30.csv	0.076521	0.083542	0.160063	0.064875	0.074272	0.139147	0.060770	0.068517	0.129287	0.428497
rhodesg32.csv	0.090914	0.086144	0.177057	0.077324	0.077186	0.154509	0.073996	0.072145	0.146141	0.477707
rhodesg34.csv	0.107209	0.097843	0.205052	0.094003	0.087274	0.181277	0.087703	0.081754	0.169457	0.555786
s1010.csv	0.006001	0.006001	0.012002	0.002948	0.002948	0.005896	0.001646	0.001646	0.003291	0.021189
s1014.csv	0.012687	0.012687	0.025374	0.006271	0.006271	0.012542	0.004001	0.004001	0.008003	0.045918
s1046.csv	0.008861	0.008861	0.017721	0.005783	0.005783	0.011566	0.003408	0.003408	0.006816	0.036103
s1048.csv	0.008205	0.008205	0.016411	0.004795	0.004795	0.009590	0.002939	0.002939	0.005877	0.031878
s1091.csv	0.013170	0.020346	0.033516	0.012802	0.017259	0.030061	0.008198	0.013957	0.022155	0.085732
s2050.csv	0.016840	0.004636	0.021476	0.014962	0.002664	0.017626	0.014158	0.001700	0.015859	0.054961
s3014.csv	0.011606	0.001727	0.013334	0.006686	0.001689	0.008374	0.005061	0.001744	0.006805	0.028514
s3025.csv	0.011108	0.014592	0.025700	0.006837	0.014975	0.021811	0.004420	0.015544	0.019964	0.067475
s4022.csv	0.013379	0.004891	0.018270	0.007854	0.002464	0.010318	0.005600	0.002470	0.008071	0.036658
s4061.csv	0.009756	0.014157	0.023913	0.005228	0.015104	0.020333	0.003740	0.015812	0.019552	0.063797
s4062.csv	0.025500	0.001276	0.026776	0.023710	0.001121	0.024831	0.022960	0.001079	0.024038	0.075646
s4083.csv	0.021395	0.009350	0.030745	0.013549	0.005685	0.019235	0.008459	0.005132	0.013591	0.063571
s4095.csv	0.015384	0.006396	0.021779	0.011377	0.004729	0.016106	0.008917	0.004023	0.012940	0.050826
s4096.csv	0.017413	0.006301	0.023714	0.013554	0.004398	0.017952	0.011290	0.004025	0.015315	0.056981
s4110.csv	0.007794	0.002668	0.010462	0.004506	0.001492	0.005998	0.002899	0.001364	0.004263	0.020723
s6062.csv	0.017026	0.001491	0.018516	0.014422	0.000967	0.015390	0.013705	0.000688	0.014392	0.048299
s6063.csv	0.016889	0.001285	0.018174	0.014874	0.000939	0.015813	0.014615	0.000695	0.015310	0.049297
s7055.csv	0.023695	0.005654	0.029349	0.016552	0.001467	0.018019	0.012918	0.001051	0.013969	0.061338
s7075.csv	0.015470	0.008151	0.023621	0.014351	0.005873	0.020224	0.012940	0.005130	0.018070	0.061915
s8035.csv	0.015382	0.015382	0.030765	0.009444	0.009444	0.018888	0.006553	0.006553	0.013107	0.062759
s8038.csv	0.023360	0.002715	0.026075	0.020411	0.002901	0.023312	0.017601	0.002654	0.020255	0.069642
s8065.csv	0.019084	0.007654	0.026738	0.016736	0.003772	0.020509	0.014581	0.002749	0.017330	0.064576
s8066.csv	0.017941	0.007158	0.025100	0.016639	0.003568	0.020207	0.015377	0.002647	0.018024	0.063331
s9000.csv	0.016829	0.009697	0.026525	0.010618	0.007345	0.017964	0.007228	0.007441	0.014669	0.059158
saratov.csv	0.012541	0.024635	0.037176	0.004175	0.020782	0.024957	0.002607	0.007219	0.009826	0.071959
sc1094r8.csv	0.046597	0.045739	0.092336	0.032926	0.031874	0.064800	0.016908	0.018772	0.035680	0.192816
sc20406.csv	0.005466	0.009417	0.014883	0.003414	0.003564	0.006978	0.003121	0.002845	0.005966	0.027827
sc20503.csv	0.006273	0.006317	0.012590	0.003627	0.004650	0.008277	0.002916	0.003371	0.006287	0.027154
sc20610.csv	0.014847	0.018221	0.033069	0.007404	0.009548	0.016952	0.004737	0.007606	0.012343	0.062363
sc20706.csv	0.010566	0.012058	0.022624	0.005286	0.005803	0.011090	0.003599	0.004334	0.007934	0.041647
sc20712.csv	0.014805	0.024539	0.039344	0.009444	0.009188	0.018632	0.005304	0.008727	0.014031	0.072006
sc2110.csv	0.013457	0.018375	0.031831	0.007637	0.013765	0.021402	0.005145	0.009334	0.014479	0.067712
sd2083.csv	0.008410	0.004742	0.013152	0.005145	0.003458	0.008603	0.003727	0.002917	0.006644	0.028399
sd7003.csv	0.017384	0.001966	0.019350	0.014613	0.001193	0.015806	0.013746	0.001083	0.014829	0.049985
sd7037.csv	0.009049	0.009786	0.018835	0.005722	0.008980	0.014701	0.003763	0.009164	0.012927	0.046464
sd7043.csv	0.025455	0.005278	0.030733	0.024596	0.003997	0.028594	0.024714	0.003216	0.027929	0.087256
sd8000.csv	0.015318	0.001666	0.016985	0.013510	0.001336	0.014847	0.012635	0.000834	0.013469	0.045301
sg6041.csv	0.008353	0.012805	0.021158	0.005116	0.010138	0.015254	0.002902	0.010152	0.013054	0.049466
sg6042.csv	0.008353	0.018233	0.026587	0.004885	0.012994	0.017879	0.002618	0.012273	0.014891	0.059357
sg6050.csv	0.032819	0.015169	0.047988	0.028015	0.011701	0.039716	0.026229	0.005974	0.032203	0.119907
sg6051.csv	0.023943	0.005943	0.029886	0.021022	0.004991	0.026013	0.019846	0.005020	0.024866	0.080765
sm701.csv	0.028553	0.007714	0.036267	0.020381	0.004813	0.025194	0.018459	0.003928	0.022387	0.083848
spicasm.csv	0.007711	0.011955	0.019665	0.002447	0.004667	0.007114	0.001296	0.001784	0.003080	0.029860
ssca07.csv	0.013233	0.013378	0.026610	0.004164	0.009517	0.013681	0.003559	0.006785	0.010343	0.050635
stcyr171.csv	0.005605	0.006230	0.011835	0.004070	0.004410	0.008480	0.002941	0.003494	0.006435	0.026750
ste87151.csv	0.016915	0.038454	0.055369	0.010958	0.033889	0.044847	0.010845	0.033224	0.044070	0.144285
stf86361.csv	0.061894	0.060197	0.122091	0.056441	0.058332	0.114773	0.054273	0.046738	0.101011	0.337874
supermarine371i.csv	0.003726	0.006566	0.010292	0.001762	0.005756	0.007517	0.001374	0.005134	0.006508	0.024317
tempest1.csv	0.009294	0.016015	0.025309	0.004544	0.007846	0.012390	0.003900	0.004302	0.008202	0.045902
tempest2.csv	0.007700	0.013032	0.020732	0.004424	0.006699	0.011123	0.003994	0.003831	0.007825	0.039679
trainer60.csv	0.048375	0.056693	0.105068	0.037663	0.042616	0.080279	0.017857	0.026015	0.043872	0.229220
tsagi_r3a.csv	0.068435	0.058936	0.127371	0.041650	0.061660	0.103310	0.039772	0.064709	0.104481	0.335161
ua79sfm.csv	0.015964	0.005538	0.021502	0.012568	0.003593	0.016161	0.008722	0.002985	0.011707	0.049371
ui1720.csv	0.030776	0.007553	0.038329	0.025377	0.007869	0.033245	0.021327	0.005714	0.027041	0.098615
usa22.csv	0.011098	0.007526	0.018624	0.004211	0.003500	0.007711	0.001584	0.002584	0.004168	0.030503
usa26.csv	0.010292	0.014769	0.025061	0.005943	0.004941	0.010884	0.003661	0.002127	0.005788	0.041733
usa27m2.csv	0.016456	0.015619	0.032075	0.008491	0.007701	0.016192	0.004407	0.005391	0.009798	0.058065
usa34.csv	0.006720	0.012725	0.019444	0.006458	0.008094	0.014553	0.003924	0.003071	0.006995	0.040992
usa35.csv	0.008724	0.008622	0.017346	0.008485	0.002826	0.011310	0.006033	0.001079	0.007112	0.035768
usa35b.csv	0.005257	0.006189	0.011446	0.004142	0.003510	0.007652	0.003140	0.001271	0.004411	0.023508
usa40.csv	0.008648	0.005897	0.014546	0.008222	0.003730	0.011952	0.007588	0.001882	0.009471	0.035969
usa40b.csv	0.003237	0.005687	0.008924	0.002645	0.003591	0.006236	0.001918	0.001864	0.003782	0.018941
usa46.csv	0.003731	0.005187	0.008918	0.003092	0.002261	0.005354	0.002696	0.001996	0.004692	0.018964
usa49.csv	0.006274	0.005260	0.011533	0.004741	0.003573	0.008313	0.003146	0.000670	0.003815	0.023662
usa5.csv	0.010214	0.008305	0.018519	0.006837	0.004474	0.011311	0.003253	0.002562	0.005815	0.035644
usa50.csv	0.005829	0.003369	0.009197	0.005367	0.003299	0.008666	0.004702	0.001958	0.006661	0.024524
usa98.csv	0.002127	0.004766	0.006893	0.002040	0.001103	0.003143	0.000000	0.000000	0.000000	0.010036
v13006.csv	0.005124	0.010684	0.015808	0.005411	0.007788	0.013199	0.004394	0.005758	0.010152	0.039159
v43015.csv	0.020088	0.006562	0.026649	0.016404	0.003917	0.020321	0.010830	0.002523	0.013353	0.060323
vr11x.csv	0.017345	0.010120	0.027465	0.013633	0.006411	0.020045	0.011590	0.004144	0.015734	0.063244
vr13.csv	0.005651	0.009518	0.015169	0.002945	0.005751	0.008696	0.002130	0.003971	0.006101	0.029967
vr14.csv	0.004626	0.008019	0.012645	0.002346	0.004847	0.007194	0.001607	0.003350	0.004957	0.024796
vr5.csv	0.012632	0.005684	0.018316	0.009012	0.005172	0.014184	0.007099	0.004913	0.012012	0.044513
vr7.csv	0.011645	0.008776	0.020421	0.008094	0.004635	0.012729	0.007451	0.002001	0.009452	0.042602
vr7b.csv	0.015990	0.010291	0.026280	0.010573	0.006287	0.016860	0.008572	0.003385	0.011958	0.055098
vr8.csv	0.010788	0.005598	0.016385	0.008621	0.005748	0.014369	0.008818	0.005506	0.014324	0.045078
ys920.csv	0.017504	0.014461	0.031965	0.012238	0.013155	0.025392	0.008744	0.007332	0.016077	0.073434
